,Birth date,Gender,Wave id,Level,Life status,day_00,day_01,day_02,day_03,day_04,day_05,day_06,day_07,day_08,day_09,day_10,day_11,day_12,day_13,evalexpr,match_n_match,bsq,rush_00,rush_01,rush_02,exam_00,exam_01,exam_02,exam_final,Memory entrance game,Logic entrance game,contract_status
116,22,1,1,5.504716981132076,0,0,0.0,20.0,52.0,85.0,10.0,0.0,0.0,0.0,26.0,0.0,5.0,0.0,40.0,100.0,60.0,0.0,10.0,0.0,0.0,80.0,59.0,70.0,36.0,14,18,1
117,19,1,1,12.635826771653544,0,0,0.0,0.0,30.0,5.0,1.0,0.0,0.0,40.0,9.0,30.0,5.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,65.0,70.0,40.0,10,15,1
118,29,1,1,8.905844155844154,0,0,0.0,50.0,5.0,10.0,44.0,100.0,20.0,0.0,12.0,35.0,13.0,35.0,30.0,0.0,100.0,5.0,10.0,100.0,0.0,100.0,59.0,48.0,36.0,7,11,1
119,34,0,2,6.2958333333333325,0,5,0.0,0.0,15.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,59.0,13.0,7,10,1
120,26,1,1,9.103151862464184,0,10,0.0,10.0,40.0,20.0,5.0,0.0,0.0,0.0,18.0,10.0,9.0,20.0,10.0,70.0,100.0,0.0,10.0,0.0,0.0,0.0,0.0,48.0,18.0,8,11,1
121,34,1,1,7.007352941176472,0,0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,100.0,100.0,0.0,10.0,0.0,0.0,80.0,32.0,33.0,26.0,13,15,1
122,21,0,3,8.383116883116884,2,10,0.0,0.0,65.0,0.0,2.0,0.0,30.0,0.0,38.0,0.0,5.0,0.0,30.0,80.0,0.0,0.0,120.0,0.0,0.0,0.0,32.0,80.0,40.0,9,16,1
123,33,1,3,4.192513368983957,0,30,20.0,20.0,30.0,0.0,15.0,35.0,30.0,0.0,0.0,40.0,19.0,0.0,15.0,0.0,100.0,0.0,120.0,0.0,0.0,0.0,27.0,32.0,27.0,6,10,1
124,29,1,3,4.101604278074866,1,20,10.0,0.0,20.0,30.0,1.0,70.0,40.0,0.0,0.0,50.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,40.0,7,15,1
125,24,1,1,11.765625,0,0,0.0,0.0,0.0,10.0,0.0,100.0,0.0,0.0,6.0,10.0,15.0,35.0,30.0,0.0,60.0,0.0,60.0,0.0,0.0,15.0,32.0,33.0,36.0,7,11,1
126,31,1,3,4.754010695187166,1,75,0.0,0.0,27.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0,21.0,0.0,20.0,0.0,0.0,0.0,120.0,0.0,100.0,0.0,48.0,43.0,36.0,8,10,1
127,21,1,2,4.51336898395722,2,0,0.0,0.0,40.0,20.0,1.0,20.0,0.0,0.0,12.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,59.0,40.0,7,7,1
128,30,1,2,3.9939393939393937,1,0,0.0,0.0,60.0,20.0,1.0,20.0,20.0,0.0,34.0,45.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,42.0,0.0,0.0,22.0,43.0,31.0,8,10,0
129,21,0,1,13.885217391304348,0,65,85.0,20.0,50.0,10.0,2.0,100.0,10.0,0.0,9.0,15.0,13.0,35.0,10.0,100.0,60.0,0.0,120.0,0.0,0.0,70.0,33.0,27.0,22.0,7,17,1
130,28,1,1,11.915178571428573,0,100,0.0,72.0,100.0,20.0,5.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,64.0,26.0,8,11,1
131,36,1,3,4.048128342245989,1,20,0.0,0.0,0.0,5.0,15.0,0.0,0.0,0.0,6.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,48.0,70.0,58.0,7,11,1
132,18,0,2,5.358490566037736,2,7,0.0,0.0,30.0,10.0,1.0,0.0,0.0,0.0,19.0,20.0,21.0,20.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,43.0,48.0,13.0,7,7,1
133,22,1,2,8.737012987012987,0,10,0.0,50.0,5.0,10.0,2.0,0.0,30.0,0.0,31.0,0.0,31.0,0.0,30.0,0.0,40.0,0.0,0.0,0.0,0.0,30.0,33.0,48.0,27.0,7,13,1
134,25,0,3,0.9469026548672568,0,5,20.0,0.0,5.0,0.0,5.0,35.0,0.0,0.0,0.0,30.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,7,10,0
135,18,1,3,4.598930481283422,0,0,0.0,-42.0,10.0,55.0,9.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,93.0,100.0,30.0,120.0,0.0,0.0,0.0,32.0,22.0,22.0,7,11,1
136,22,0,3,5.683962264150942,2,50,40.0,0.0,50.0,0.0,5.0,100.0,0.0,0.0,22.0,20.0,74.0,0.0,30.0,25.0,100.0,0.0,10.0,42.0,0.0,75.0,43.0,59.0,40.0,7,7,1
137,35,0,3,6.55,1,10,0.0,35.0,20.0,50.0,0.0,0.0,-42.0,0.0,17.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,27.0,27.0,36.0,8,12,1
138,24,1,1,1.7109375,0,0,0.0,0.0,40.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,60.0,0.0,120.0,0.0,0.0,0.0,16.0,11.0,18.0,8,13,0
139,19,1,3,4.2727272727272725,2,15,0.0,0.0,30.0,20.0,0.0,35.0,0.0,0.0,15.0,50.0,21.0,0.0,10.0,0.0,100.0,0.0,120.0,0.0,0.0,70.0,0.0,65.0,45.0,8,7,1
140,25,1,3,6.529166666666668,2,40,10.0,80.0,15.0,40.0,10.0,0.0,35.0,10.0,31.0,40.0,21.0,35.0,60.0,0.0,0.0,90.0,120.0,0.0,0.0,0.0,43.0,75.0,22.0,8,10,0
141,34,1,3,4.673796791443849,0,20,0.0,32.0,15.0,0.0,10.0,20.0,0.0,0.0,0.0,40.0,11.0,20.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,11.0,16.0,36.0,8,7,1
142,31,0,2,4.834224598930482,1,10,45.0,0.0,50.0,60.0,0.0,0.0,0.0,0.0,12.0,50.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,96.0,0.0,70.0,59.0,80.0,58.0,8,9,1
143,23,1,3,3.678787878787879,2,15,0.0,0.0,30.0,50.0,60.0,0.0,0.0,-42.0,0.0,20.0,21.0,35.0,30.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,59.0,100.0,62.0,8,14,1
144,21,1,2,8.613636363636363,1,10,0.0,0.0,65.0,60.0,3.0,20.0,35.0,0.0,0.0,35.0,21.0,0.0,0.0,0.0,100.0,0.0,120.0,0.0,0.0,0.0,80.0,64.0,45.0,8,14,1
145,24,0,3,4.770053475935828,1,5,30.0,0.0,15.0,50.0,10.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,18.0,7,9,1
146,31,1,3,5.254716981132075,1,10,0.0,65.0,65.0,20.0,35.0,100.0,30.0,40.0,31.0,20.0,29.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,40.0,7,7,1
147,26,0,3,4.117647058823529,1,30,0.0,0.0,25.0,10.0,1.0,20.0,40.0,0.0,3.0,10.0,5.0,20.0,40.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,40.0,9,6,1
148,23,1,1,7.474264705882352,0,17,0.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,40.0,27.0,0.0,18.0,8,11,1
149,29,1,1,2.055172413793104,0,100,0.0,22.0,10.0,0.0,2.0,70.0,20.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,32.0,22.0,7,11,0
150,28,1,1,3.703030303030303,0,65,80.0,20.0,30.0,5.0,15.0,20.0,0.0,0.0,3.0,50.0,5.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,48.0,43.0,45.0,8,12,0
151,21,1,1,9.673352435530086,0,70,0.0,50.0,40.0,0.0,1.0,20.0,0.0,0.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,1.0,17.0,13.0,9,7,1
152,25,1,1,8.2012987012987,0,30,0.0,0.0,65.0,10.0,0.0,0.0,30.0,1.0,18.0,35.0,40.0,35.0,30.0,0.0,100.0,0.0,120.0,0.0,0.0,0.0,0.0,59.0,40.0,8,10,1
153,20,0,2,6.658333333333332,1,40,0.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,8,12,1
154,31,1,1,8.733766233766234,0,0,0.0,0.0,0.0,50.0,5.0,20.0,0.0,0.0,0.0,50.0,5.0,35.0,0.0,5.0,60.0,0.0,0.0,0.0,0.0,95.0,80.0,80.0,45.0,9,10,1
155,19,1,3,4.299465240641712,2,10,20.0,-42.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,28.0,36.0,9,12,1
156,22,1,3,5.665094339622643,2,30,30.0,0.0,80.0,0.0,1.0,20.0,20.0,0.0,0.0,92.0,21.0,0.0,30.0,45.0,100.0,0.0,120.0,0.0,0.0,75.0,38.0,75.0,31.0,7,11,1
157,22,1,3,4.780748663101605,2,20,0.0,0.0,10.0,60.0,10.0,100.0,0.0,0.0,6.0,50.0,13.0,20.0,50.0,0.0,100.0,0.0,120.0,0.0,0.0,0.0,64.0,32.0,40.0,8,11,1
158,19,0,3,4.3957219251336905,2,20,0.0,0.0,12.0,20.0,7.0,70.0,20.0,0.0,0.0,20.0,13.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,8,6,1
159,20,1,3,4.117647058823529,2,30,0.0,0.0,25.0,0.0,3.0,0.0,25.0,0.0,26.0,0.0,9.0,35.0,20.0,0.0,0.0,0.0,120.0,96.0,0.0,0.0,0.0,43.0,40.0,8,15,1
160,23,1,2,6.425,0,30,0.0,0.0,50.0,10.0,1.0,70.0,10.0,0.0,0.0,50.0,5.0,35.0,40.0,0.0,60.0,100.0,120.0,0.0,0.0,40.0,43.0,80.0,36.0,10,12,1
161,25,1,3,4.588235294117646,1,70,0.0,0.0,60.0,0.0,1.0,100.0,0.0,0.0,0.0,47.0,15.0,35.0,20.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,43.0,38.0,22.0,9,14,1
162,21,1,3,5.8915094339622645,2,20,0.0,80.0,65.0,30.0,5.0,100.0,0.0,20.0,26.0,50.0,21.0,35.0,40.0,0.0,100.0,0.0,120.0,0.0,0.0,80.0,43.0,43.0,35.0,9,16,1
163,24,0,3,4.647058823529412,2,10,0.0,0.0,5.0,20.0,1.0,100.0,-42.0,0.0,27.0,30.0,33.0,35.0,60.0,0.0,53.0,0.0,124.0,0.0,0.0,0.0,64.0,80.0,45.0,9,12,1
164,24,0,1,5.90566037735849,0,65,0.0,0.0,30.0,50.0,1.0,20.0,35.0,0.0,19.0,10.0,25.0,0.0,10.0,100.0,100.0,0.0,10.0,0.0,0.0,80.0,48.0,64.0,40.0,10,20,0
165,23,0,1,9.30945558739255,0,100,100.0,35.0,0.0,0.0,46.0,70.0,0.0,0.0,21.0,50.0,25.0,0.0,0.0,0.0,100.0,0.0,120.0,0.0,0.0,40.0,16.0,22.0,36.0,8,6,1
166,31,0,3,4.0,0,10,0.0,20.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,60.0,0.0,64.0,45.0,8,10,1
167,23,1,2,9.232091690544411,1,20,0.0,65.0,65.0,10.0,5.0,0.0,10.0,0.0,21.0,30.0,17.0,27.0,55.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,38.0,70.0,0.0,7,15,1
168,22,1,1,7.3161764705882355,0,0,0.0,65.0,80.0,0.0,5.0,20.0,0.0,0.0,0.0,40.0,21.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,75.0,32.0,54.0,36.0,11,7,1
169,21,1,3,4.0,0,10,0.0,25.0,0.0,5.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,7,7,1
170,31,1,1,7.128676470588236,0,100,0.0,80.0,65.0,50.0,5.0,100.0,20.0,0.0,32.0,40.0,21.0,0.0,0.0,100.0,100.0,0.0,120.0,80.0,0.0,65.0,59.0,75.0,31.0,8,16,0
171,26,1,1,8.866883116883116,0,75,0.0,0.0,65.0,50.0,76.0,50.0,20.0,1.0,0.0,0.0,21.0,10.0,70.0,100.0,100.0,0.0,10.0,100.0,0.0,100.0,80.0,100.0,90.0,8,16,1
172,20,0,1,6.45,0,0,0.0,0.0,0.0,60.0,0.0,70.0,0.0,0.0,6.0,50.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,70.0,75.0,0.0,45.0,9,14,0
173,24,1,3,4.048128342245989,2,20,0.0,0.0,30.0,10.0,1.0,70.0,40.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,48.0,36.0,9,12,1
174,31,1,4,1.7109375,0,60,0.0,20.0,25.0,15.0,0.0,0.0,5.0,0.0,1.0,40.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,36.0,7,12,1
175,28,0,1,3.3272727272727267,0,50,0.0,0.0,30.0,10.0,7.0,0.0,0.0,0.0,22.0,20.0,0.0,0.0,0.0,25.0,100.0,0.0,120.0,0.0,0.0,25.0,16.0,11.0,13.0,9,19,1
176,31,1,1,7.110294117647059,0,100,0.0,65.0,45.0,0.0,10.0,20.0,0.0,0.0,12.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,38.0,36.0,9,14,1
177,19,1,1,7.345588235294117,0,10,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,30.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,80.0,75.0,40.0,9,17,1
178,21,1,2,5.75,2,25,60.0,-42.0,40.0,85.0,1.0,20.0,0.0,20.0,6.0,20.0,5.0,17.0,0.0,0.0,60.0,0.0,120.0,0.0,0.0,20.0,48.0,59.0,36.0,7,12,1
179,19,1,3,5.382075471698114,2,10,0.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,13.0,0.0,100.0,0.0,0.0,0.0,80.0,65.0,35.0,9,15,1
180,25,1,3,4.267379679144385,0,17,0.0,0.0,30.0,0.0,15.0,85.0,35.0,0.0,15.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,36.0,7,8,1
181,32,1,1,6.091666666666668,0,95,0.0,0.0,30.0,40.0,10.0,70.0,5.0,0.0,25.0,60.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,64.0,80.0,35.0,8,7,1
182,30,1,3,4.13903743315508,1,0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,10.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,9.0,8,7,1
183,21,0,1,8.613636363636363,0,5,0.0,50.0,0.0,5.0,0.0,70.0,30.0,0.0,29.0,0.0,25.0,0.0,0.0,100.0,0.0,0.0,60.0,0.0,0.0,0.0,27.0,44.0,27.0,6,12,1
184,19,1,4,6.533333333333332,0,10,10.0,0.0,62.0,10.0,60.0,50.0,40.0,10.0,9.0,40.0,25.0,-42.0,30.0,0.0,100.0,0.0,0.0,34.0,0.0,95.0,75.0,80.0,35.0,7,13,1
185,20,1,1,8.840909090909092,0,0,0.0,65.0,65.0,85.0,2.0,100.0,60.0,100.0,13.0,0.0,5.0,35.0,25.0,100.0,100.0,100.0,120.0,0.0,100.0,100.0,75.0,64.0,35.0,16,9,1
186,36,0,3,4.267379679144385,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,11.0,31.0,8,12,1
187,27,0,3,4.106951871657754,2,30,0.0,0.0,40.0,20.0,15.0,70.0,25.0,0.0,9.0,30.0,13.0,0.0,20.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,32.0,27.0,8,11,1
188,24,1,2,6.6125,0,5,0.0,12.0,25.0,5.0,5.0,70.0,0.0,0.0,9.0,45.0,13.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,55.0,27.0,54.0,18.0,7,7,1
189,26,1,3,4.016042780748663,0,30,0.0,0.0,25.0,5.0,2.0,70.0,0.0,0.0,0.0,50.0,5.0,27.0,20.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,16.0,32.0,22.0,7,12,1
190,27,1,1,3.6727272727272733,0,30,10.0,20.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,100.0,0.0,5.0,0.0,0.0,0.0,32.0,27.0,18.0,6,9,0
191,20,1,2,8.292207792207792,1,0,0.0,0.0,0.0,52.0,2.0,100.0,30.0,10.0,22.0,50.0,62.0,0.0,0.0,65.0,100.0,30.0,0.0,100.0,0.0,75.0,65.0,80.0,35.0,8,20,1
192,28,1,1,12.710629921259846,0,100,85.0,65.0,100.0,85.0,35.0,100.0,30.0,40.0,27.0,50.0,33.0,50.0,70.0,33.0,100.0,0.0,95.0,100.0,0.0,65.0,95.0,100.0,76.0,9,12,1
193,27,1,1,8.944805194805195,0,27,20.0,0.0,30.0,0.0,2.0,35.0,0.0,15.0,15.0,40.0,13.0,35.0,40.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,48.0,27.0,8,7,1
194,24,1,3,4.106951871657754,1,40,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,50.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,38.0,40.0,14,14,1
195,23,1,1,7.367647058823528,0,47,20.0,0.0,50.0,15.0,20.0,70.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,100.0,0.0,60.0,0.0,0.0,60.0,32.0,32.0,27.0,8,11,1
196,25,1,1,8.844155844155846,0,42,0.0,0.0,0.0,70.0,0.0,70.0,30.0,0.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,17.0,27.0,7,11,1
197,27,0,2,9.578796561604584,0,10,0.0,50.0,65.0,0.0,10.0,20.0,20.0,100.0,0.0,50.0,21.0,-42.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,95.0,64.0,80.0,53.0,8,10,1
198,20,1,1,4.711229946524063,0,75,0.0,80.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,80.0,43.0,75.0,31.0,12,10,0
199,39,0,3,4.3422459893048115,1,10,10.0,0.0,5.0,5.0,10.0,0.0,0.0,0.0,10.0,45.0,5.0,0.0,10.0,0.0,0.0,0.0,120.0,0.0,0.0,55.0,32.0,43.0,31.0,11,11,1
200,34,1,3,4.877005347593583,1,22,0.0,0.0,-42.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,70.0,59.0,64.0,45.0,7,11,1
201,22,1,2,7.650735294117648,0,0,0.0,40.0,47.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,35.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,59.0,64.0,40.0,8,15,1
202,24,0,2,4.6524064171122985,2,5,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,7.0,18.0,6,10,1
203,27,1,3,6.166666666666668,1,75,0.0,0.0,30.0,30.0,1.0,35.0,5.0,0.0,16.0,40.0,0.0,10.0,30.0,0.0,0.0,0.0,10.0,96.0,0.0,0.0,0.0,17.0,18.0,8,8,1
204,23,1,1,9.667621776504298,0,5,0.0,10.0,7.0,25.0,15.0,70.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,100.0,0.0,120.0,0.0,0.0,0.0,16.0,27.0,45.0,7,7,1
205,24,0,1,5.35377358490566,0,0,0.0,50.0,5.0,85.0,0.0,50.0,0.0,0.0,26.0,0.0,5.0,0.0,20.0,100.0,100.0,0.0,120.0,80.0,0.0,0.0,11.0,27.0,36.0,8,12,0
206,60,1,3,5.8915094339622645,0,0,0.0,-42.0,0.0,0.0,0.0,0.0,25.0,0.0,9.0,20.0,0.0,35.0,25.0,0.0,0.0,0.0,120.0,96.0,75.0,0.0,32.0,64.0,40.0,8,10,1
207,25,1,2,6.408333333333332,0,5,0.0,35.0,10.0,5.0,5.0,70.0,25.0,0.0,32.0,30.0,17.0,0.0,0.0,0.0,60.0,0.0,110.0,0.0,0.0,60.0,48.0,64.0,40.0,10,11,1
208,21,1,4,2.4827586206896552,2,30,0.0,0.0,30.0,25.0,5.0,20.0,30.0,0.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,22.0,48.0,36.0,8,10,1
209,21,0,2,2.1448275862068966,0,0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,17.0,27.0,8,10,1
210,31,1,3,7.4375,0,5,0.0,0.0,65.0,85.0,0.0,20.0,20.0,0.0,19.0,40.0,74.0,0.0,30.0,0.0,100.0,0.0,10.0,0.0,0.0,55.0,59.0,80.0,40.0,8,16,1
211,22,1,1,13.246956521739133,0,0,60.0,60.0,80.0,10.0,0.0,20.0,10.0,0.0,16.0,0.0,5.0,0.0,0.0,0.0,100.0,0.0,95.0,0.0,100.0,0.0,75.0,59.0,45.0,7,12,1
212,43,1,3,4.192513368983957,1,0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,33.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,64.0,31.0,7,7,1
213,27,1,3,4.352941176470588,0,30,0.0,0.0,30.0,0.0,5.0,0.0,30.0,0.0,0.0,0.0,25.0,0.0,20.0,0.0,100.0,0.0,120.0,0.0,0.0,0.0,32.0,43.0,45.0,8,10,1
214,27,1,3,4.171122994652406,0,0,0.0,0.0,57.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,48.0,22.0,7,12,1
215,29,1,2,7.033088235294117,0,0,0.0,15.0,0.0,10.0,0.0,10.0,20.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,48.0,40.0,8,10,1
216,29,1,1,7.055147058823528,0,0,20.0,65.0,25.0,10.0,3.0,70.0,-42.0,0.0,22.0,20.0,17.0,35.0,40.0,0.0,0.0,0.0,120.0,0.0,0.0,40.0,27.0,64.0,45.0,10,12,1
217,21,1,3,4.839572192513369,0,10,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,20.0,21.0,20.0,60.0,0.0,0.0,50.0,0.0,0.0,0.0,80.0,17.0,70.0,35.0,8,18,1
218,21,1,3,4.614973262032086,2,30,20.0,10.0,45.0,5.0,10.0,70.0,0.0,0.0,25.0,50.0,21.0,35.0,30.0,0.0,100.0,0.0,0.0,0.0,0.0,60.0,0.0,17.0,45.0,9,10,1
219,34,0,3,5.872641509433963,1,10,0.0,0.0,0.0,10.0,0.0,85.0,0.0,10.0,0.0,50.0,21.0,0.0,30.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,22.0,70.0,40.0,7,6,0
220,19,1,3,4.374331550802139,0,5,0.0,0.0,40.0,5.0,0.0,20.0,0.0,40.0,0.0,30.0,5.0,0.0,0.0,0.0,100.0,0.0,105.0,0.0,0.0,65.0,48.0,60.0,40.0,8,12,0
221,22,1,1,8.60064935064935,0,0,0.0,0.0,0.0,0.0,5.0,70.0,0.0,0.0,0.0,50.0,5.0,0.0,0.0,0.0,60.0,0.0,100.0,80.0,0.0,0.0,0.0,48.0,0.0,10,10,1
222,31,1,1,7.3639705882352935,0,0,0.0,0.0,30.0,10.0,0.0,70.0,10.0,0.0,14.0,50.0,7.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,22.0,48.0,18.0,7,10,1
223,23,1,3,4.299465240641712,2,62,0.0,20.0,5.0,5.0,1.0,0.0,25.0,-42.0,0.0,0.0,9.0,27.0,20.0,0.0,100.0,0.0,5.0,0.0,0.0,40.0,6.0,43.0,22.0,6,13,1
224,31,1,3,4.229946524064172,1,7,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,10.0,25.0,0.0,30.0,0.0,0.0,0.0,120.0,0.0,0.0,55.0,11.0,43.0,27.0,8,6,1
225,32,1,3,5.669811320754717,1,10,32.0,5.0,25.0,70.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,32.0,32.0,45.0,7,10,1
226,26,1,2,6.3625,1,30,0.0,0.0,25.0,10.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,5.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,43.0,35.0,7,12,1
227,23,1,3,4.096256684491978,2,5,0.0,0.0,90.0,0.0,3.0,0.0,20.0,20.0,15.0,0.0,5.0,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,75.0,75.0,72.0,7,14,1
228,26,1,1,9.759312320916905,0,85,50.0,50.0,45.0,10.0,3.0,0.0,0.0,0.0,15.0,20.0,21.0,17.0,30.0,0.0,0.0,0.0,120.0,0.0,100.0,50.0,48.0,59.0,45.0,7,9,1
229,31,0,1,11.966517857142858,0,92,0.0,35.0,50.0,10.0,10.0,20.0,30.0,40.0,43.0,20.0,5.0,27.0,0.0,0.0,60.0,0.0,120.0,0.0,0.0,60.0,43.0,80.0,40.0,8,11,1
230,34,0,3,1.8203125,1,22,0.0,10.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,17.0,-42.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,48.0,43.0,45.0,7,7,1
231,26,1,4,2.6068965517241383,1,10,0.0,0.0,25.0,10.0,5.0,0.0,0.0,0.0,0.0,40.0,5.0,35.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,22.0,80.0,31.0,9,14,1
232,21,0,2,6.495833333333334,2,5,0.0,0.0,15.0,40.0,1.0,0.0,-42.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,27.0,49.0,31.0,8,17,1
